ID de l'activité,Date de l'activité,Nom de l'activité,Type d'activité,Description de l'activité,Temps écoulé,Distance,Fréquence cardiaque max.,Effort relatif,Déplacement-transport,Note privée sur les activités,Matériel utilisé pour l'activité,Nom du fichier,Poids de l'athlète,Poids du vélo,Temps écoulé,Durée de déplacement,Distance,Vitesse max.,Vitesse moyenne,Dénivelé positif,Dénivelé négatif,Altitude min.,Altitude max.,Pente max.,Pente moyenne,Pente positive moyenne,Pente négative moyenne,Cadence max.,Cadence moyenne,Fréquence cardiaque max.,Fréquence cardiaque moyenne,Puissance max.,Puissance moyenne,Calories,Température max.,Température moyenne,Effort relatif,Effort total,Nombre de sorties course à pied,Temps de montée,Temps de descente,Autres temps,Effort ressenti,Type,Heure de début,Puissance moyenne pondérée,Nombre d'échantillons de puissance,Utiliser l'Effort ressenti,Effort relatif ressenti,Déplacement-transport,Poids total soulevé,À partir du téléchargement,Distance ajustée selon la pente,Heure d'observation de la météo,Conditions météo,Température selon les prévisions météo,Température ressentie,Point de rosée,Humidité,Pression atmosphérique,Vitesse du vent,Rafale de vent,Direction du vent,Intensité des précipitations,Heure de lever du soleil,Heure de coucher du soleil,Phase de la lune,Vélo,Matériel,Probabilité de précipitations,Type de précipitations,Couverture nuageuse,Visibilité selon les prévisions météo,Indice UV,Ozone selon les prévisions météo,Nombre de sauts,Grit total,Flow moyen,Signalé,Vitesse moyenne (temps écoulé),Distance sur chemin,Distance récemment découverte,Distance sur chemin récemment découverte,Nombre d'activités,Nombre total de pas,CO2 économisé,Longueur de piscine,Charge d’entraînement,Intensité,Vitesse moyenne ajustée selon la pente,Temps enregistré par le chronomètre,Nombre total de cycles,Récupération,Avec mon animal de compagnie,Compétition,Sortie longue,Pour la bonne cause,Avec enfant,Distance en descente,Nombre total de séries,Nombre total de répétitions,Support
19131624263,"1 juil. 2026, 00:21:02",Course à pied en soirée,Course à pied,,4063,"11,55",,,false,,,activities/20247406554.fit.gz,,,4063.0,4036.0,11554.6,5.84,2.863,21.0,21.0,43.2,55.0,9.3,0.0,,,94.0,80.0,,,,286.0,844.0,,28.0,,1144368.0,,,,,,,,315.0,4064.0,,,0.0,,1.0,11629.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.844,375.7,,,,10522.0,0.0,,633.0,237.0,2.881,,,,,,,,,,,,""
19130995854,"30 juin 2026, 00:40:11",Course à pied en soirée,Course à pied,,2828,"8,59",,,false,,,activities/20246767591.fit.gz,,,2828.0,2689.0,8593.2,4.8,3.196,30.0,30.0,42.4,63.0,9.5,0.0,,,88.0,84.0,,,,323.0,595.0,,28.0,,868003.0,,,,,,,,318.0,2829.0,,,0.0,,1.0,8654.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.039,1476.6,,,,7500.0,0.0,,449.0,239.0,3.218,,,,,,,,,,,,""
19016895111,"21 juin 2026, 16:03:06",Randonnée le midi,Randonnée,,20521,"18,00",,,false,,,activities/20130871908.fit.gz,,,20521.0,16990.0,18004.6,2.76,1.06,981.0,988.0,255.2,934.4,45.3,-0.1,,,120.0,53.0,,,,,1754.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.877,17720.0,,,,26176.0,0.0,,,,,,26176.0,,,,,,,,,,""
19000638164,"20 juin 2026, 16:44:25",Course à pied le midi,Course à pied,,5729,"13,80",,,false,,,activities/20114309742.fit.gz,,,5729.0,4468.0,13800.7,4.3,3.089,196.0,204.0,35.2,194.0,22.9,-0.1,,,90.0,85.0,,,,318.0,927.0,,25.0,,1417873.0,,,,,,,,300.0,5360.0,,,0.0,,1.0,14290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.409,644.6,,,,12670.0,0.0,,758.0,226.0,3.198,,,,,,,,,,,,""
18978538339,"18 juin 2026, 23:17:32",Course à pied en soirée,Course à pied,,5076,"13,80",,,false,,,activities/20091861778.fit.gz,,,5076.0,4220.0,13808.3,5.54,3.272,50.0,53.0,37.4,56.8,15.7,-0.1,,,94.0,86.0,,,,338.0,940.0,,25.0,,1424832.0,,,,,,,,344.0,4822.0,,,0.0,,1.0,13996.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72,1325.9,,,,12122.0,0.0,,897.0,259.0,3.317,,,,,,,,,,,,""
18965274200,"17 juin 2026, 23:25:41",Course à pied en soirée,Course à pied,,3254,"9,64",,,false,,,activities/20078419594.fit.gz,,,3254.0,3119.0,9639.2,6.0,3.09,57.0,62.0,23.6,61.4,38.7,0.0,,,97.0,84.0,,,,315.0,655.0,,26.0,,981926.0,,,,,,,,315.0,3256.0,,,0.0,,1.0,9835.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.962,781.5,,,,8704.0,0.0,,507.0,237.0,3.153,,,,,,,,,,,,""
18951368963,"16 juin 2026, 23:15:12",Course à pied en soirée,Course à pied,,4076,"10,19",,,false,,,activities/20064326067.fit.gz,,,4076.0,3744.0,10194.8,3.4,2.723,52.0,51.0,32.2,76.4,7.9,0.0,,,86.0,83.0,,,,279.0,659.0,,26.0,,1044675.0,,,,,,,,271.0,4077.0,,,0.0,,1.0,10286.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.501,110.6,,,,10316.0,0.0,,470.0,204.0,2.747,,,,,,,,,,,,""
18911679718,"13 juin 2026, 10:39:04",Randonnée le matin,Randonnée,,55997,"81,84",,,false,,,activities/20024061262.fit.gz,,,55997.0,55211.0,81842.5,4.92,1.482,372.0,393.0,14.0,70.0,50.0,0.0,,,119.0,58.0,,,,,4726.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.462,10414.9,,,,102428.0,0.0,,,,,,102428.0,,,,,,,,,,""
18884922764,"11 juin 2026, 23:22:33",Course à pied en soirée,Course à pied,,4334,"11,29",,,false,,,activities/19996855941.fit.gz,,,4334.0,3927.0,11290.4,5.12,2.875,24.0,24.0,61.8,83.0,36.5,0.0,,,120.0,82.0,,,,290.0,815.0,,30.0,,1112477.0,,,,,,,,324.0,4335.0,,,0.0,,1.0,11408.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.605,76.4,,,,10354.0,0.0,,715.0,244.0,2.905,,,,,,,,,,,,""
18859053107,"10 juin 2026, 01:00:37",Course à pied de nuit,Course à pied,,2246,"6,39",,,false,,,activities/19970595812.fit.gz,,,2246.0,2108.0,6395.3,6.64,3.034,70.0,67.0,26.0,64.8,26.7,0.1,,,101.0,85.0,,,,314.0,461.0,,27.0,,657687.0,,,,,,,,320.0,2247.0,,,0.0,,1.0,6588.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.847,215.7,,,,5928.0,0.0,,361.0,241.0,3.125,,,,,,,,,,,,""
